sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
83	pass15	cardMagiaMap.json	dict_key	90215	shortDescription	对敌方单体造成属性强化伤害[Ⅳ] & 概率赋予诱惑(敌方单体/1T) & 防御力下降(敌方单体/3T)	对单个敌人造成属性强化伤害[Ⅳ] & 一定几率附带诱惑（单个敌人/1T） &  防御力下降（单个敌人/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30103				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
84	pass15	cardMagiaMap.json	dict_key	90219	name	人家的嗜虐之心	人家的嗜虐之心	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30062				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
85	pass15	cardMagiaMap.json	dict_key	90219	shortDescription	对敌方全体造成伤害[Ⅰ] & 伤害下降(敌方全体/3T)	对全体敌人造成伤害[Ⅰ] & 伤害下降（全体敌人/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30062				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
86	pass15	cardMagiaMap.json	dict_key	90220	name	传闻的炎扇斩舞	传闻的炎扇斩舞	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/11035				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
87	pass15	cardMagiaMap.json	dict_key	90220	shortDescription	对敌方全体造成伤害[Ⅶ] & 攻击力下降 & Accele MP 下降(敌方全体/2T) & 必定回避(自身/1T)	对全体敌人造成伤害[Ⅶ] & 攻击力下降 & Accele MP 下降（全体敌人/2T） & 必定回避（自己/1T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/11035				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
88	pass15	cardMagiaMap.json	dict_key	90223	name	通向辉煌路的书页	通向辉煌路的书页	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30112				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
89	pass15	cardMagiaMap.json	dict_key	90223	shortDescription	对敌方单体造成伤害[Ⅰ] & HP自动回复(我方全体/3T)	对单个敌人造成伤害[Ⅰ] & HP自动回复（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30112				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
90	pass15	cardMagiaMap.json	dict_key	90224	name	超辣全套料理	超辣全套料理	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30092				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
91	pass15	cardMagiaMap.json	dict_key	90224	shortDescription	纵向伤害[Ⅰ] & HP回复(我方全体)	纵向伤害[Ⅰ] & HP回复（全体）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30092				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
92	pass15	cardMagiaMap.json	dict_key	90226	shortDescription	对敌方全体造成伤害[Ⅳ] & HP自动回复(我方全体/3T)	对全体敌人造成伤害[Ⅳ] & HP自动回复（全体/3T） 	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30264				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
93	pass15	cardMagiaMap.json	dict_key	90228	name	人家的嗜虐之心	人家的嗜虐之心	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30063				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
94	pass15	cardMagiaMap.json	dict_key	90228	shortDescription	对敌方全体造成伤害[Ⅲ] & 伤害下降(敌方全体/3T)	对全体敌人造成伤害[Ⅲ] & 伤害下降（全体敌人/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30063				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
95	pass15	cardMagiaMap.json	dict_key	90229	name	闪耀光束	闪耀光束	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30314				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
96	pass15	cardMagiaMap.json	dict_key	90229	shortDescription	对敌方全体造成属性强化伤害[Ⅴ] & 概率赋予诱惑(敌方全体/1T)	对全体敌人造成属性强化伤害[Ⅴ] &一定几率附带诱惑（全体敌人/1T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30314				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
97	pass15	cardMagiaMap.json	dict_key	90230	shortDescription	对敌方单体造成伤害[Ⅲ] & 防御力提升 & 攻击力提升(我方全体/3T)	对单个敌人造成伤害[Ⅲ] & 防御力提升 & 攻击力提升（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30023				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
98	pass15	cardMagiaMap.json	dict_key	90231	shortDescription	对敌方全体造成伤害[Ⅳ] & Blast伤害提升(我方全体/3T) & 回避无效(我方全体/3T)	对全体敌人造成伤害[Ⅳ] & Blast伤害提升（全体/3T） & 回避无效（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30234				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
99	pass15	cardMagiaMap.json	dict_key	90242	shortDescription	对敌方单体造成伤害[Ⅳ] & HP回复(我方全体) & 异常状态耐性提升(我方全体/3T)	对单个敌人造成伤害[Ⅳ] & HP回复（全体）& 状态异常耐性提升（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/40034				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
100	pass15	cardMagiaMap.json	dict_key	90243	shortDescription	随机3次造成伤害[Ⅴ] & 必定赋予诱惑(敌方单体/1T)	随机3次　造成伤害[Ⅴ] & 必定附带诱惑（单个敌人/1T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30014				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
101	pass15	cardMagiaMap.json	dict_key	90245	name	魔法泡泡	魔法泡泡	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/20075				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
102	pass15	cardMagiaMap.json	dict_key	90245	shortDescription	随机4次造成伤害[Ⅷ] & 必定赋予雾(目标敌人/3T) & 概率无视防御(自身/2T)	随机4次 造成伤害[Ⅷ] & 必定附带雾(目标敌人/3T) & 一定几率无视防御(自己/2T)	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/20075				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
103	pass15	cardMagiaMap.json	dict_key	90246	name	超辣全套料理	超辣全套料理	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30092				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
104	pass15	cardMagiaMap.json	dict_key	90246	shortDescription	纵向伤害[Ⅰ] & HP回复(我方全体)	纵向伤害[Ⅰ] & HP回复（全体）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30092				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
105	pass15	cardMagiaMap.json	dict_key	90247	shortDescription	对敌方全体造成伤害[Ⅷ] & Blast伤害提升 & Accele MP提升(我方全体/3T) & 必定回避(自身/1T)	对全体敌人造成伤害[Ⅷ] & Blast & Accele MP提升（全体/3T）&必定回避（自己/1T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10035				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
106	pass15	cardMagiaMap.json	dict_key	90248	name	圣贤光束	圣贤光束	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/40014				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
107	pass15	cardMagiaMap.json	dict_key	90265	name	一击必燃观鸟炮！！	一击必燃观鸟炮！！	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30464				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
108	pass15	cardMagiaMap.json	dict_key	90266	name	怦然心动	爱的心跳舞台	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30534				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
109	pass15	cardMagiaMap.json	dict_key	90266	shortDescription	对敌方单体造成伤害[Ⅳ] & 防御力提升(我方全体/3T) & HP回复(我方全体) & 解除异常状态(我方全体)	对单个敌人造成伤害[Ⅳ] & 防御力提升(全体/3T) & HP回复(全体) &  解除状态异常(全体)	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30534				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
110	pass15	cardMagiaMap.json	dict_key	90273	shortDescription	对敌方全体造成伤害[Ⅳ] & Blast伤害提升(我方全体/3T) & 回避无效(我方全体/3T)	对全体敌人造成伤害[Ⅳ] & Blast伤害提升（全体/3T） & 回避无效（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30234				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
111	pass15	cardMagiaMap.json	dict_key	90275	shortDescription	对敌方全体造成伤害[Ⅶ] & Blast 伤害提升(我方全体/3T) & 攻击力提升(我方全体/3T)	对全体敌人造成伤害[Ⅶ] & Blast伤害提升（全体/3T） & 攻击力提升（全体/3T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/10025				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
112	pass15	cardMagiaMap.json	dict_key	90279	name	传闻的炎扇斩舞	传闻的炎扇斩舞	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/11035				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
113	pass15	cardMagiaMap.json	dict_key	90279	shortDescription	对敌方全体造成伤害[Ⅶ] & 攻击力下降 & Accele MP 下降(敌方全体/2T) & 必定回避(自身/1T)	对全体敌人造成伤害[Ⅶ] & 攻击力下降 & Accele MP 下降（全体敌人/2T） & 必定回避（自己/1T）	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/11035				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
114	pass15	cardMagiaMap.json	dict_key	90282	name	噩梦捕捉者	噩梦捕捉者	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30184				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
115	pass15	cardMagiaMap.json	dict_key	90284	name	接下来是这首	接下来是这首	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30335				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
116	pass15	cardMagiaMap.json	dict_key	90284	shortDescription	对敌方全体造成伤害[Ⅶ] & 攻击力提升 & 防御力提升 & 异常状态耐性提升(我方全体/5T)	对全体敌人造成伤害[Ⅶ] & 攻击力提升 & 防御力提升& 状态异常耐性提升(全体/5T)	true	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30335				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
117	pass15	cardMagiaMap.json	dict_key	90286	name	召唤之波	召唤之波	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30143				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
118	pass15	cardMagiaMap.json	dict_key	90287	name	突刺荆棘之箭	突刺荆棘之箭	false	true		1-linked	official_cn_dump_linked_same_skill	authority.json/cardMagiaMap.json/30154				exact skill-name linkage + identical full numeric/Roman/turn signature + strict mechanical equivalence to current or pre-LLM baseline
