unique_id	scope	japanese_or_source_original	current_cn	occurrences	provenance_class	max_risk	authority_statuses	authority_matches	sample_locations	review_status	suggested_cn
MTU-00084	frontend_i18n_input	BPを回復してもう一度お試しください。	请回复BP后再试一次。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#96f8675302c15f24b799a7a8/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00085	frontend_i18n_input	BPを回復しました。	BP已回复。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#816f755852ea690faac90832/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00086	frontend_i18n_input	BP回復薬	BP回复药	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a476dbc9db3befc9d2a3956c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00087	frontend_i18n_input	BP回復薬を1個使用することで対戦回数を	使用1个BP回复药即可将对战次数	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#8f7b2b1d4e778a7ad1d0d530/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00088	frontend_i18n_input	Blast Comboを決めたターンは@ダメージ量が大きくなります	达成 Blast Combo 的回合@伤害量会变大	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#2f7833a7d12ad557e62814b1/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00089	frontend_i18n_input	Blastディスク	Blast 圆盘	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9b618c5711bbb6ea37c12e93/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00090	frontend_i18n_input	Blastディスクで攻撃すると@マギアゲージが溜まらないので注意が必要です	用 Blast 圆盘攻击时@不会积攒 Magia 槽，请注意	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#0e4936bf8b2a02b7bd6a7092/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00091	frontend_i18n_input	Blastディスクには縦攻撃、横攻撃の@2種類が存在します	Blast 圆盘分为纵向攻击与横向攻击@两种	1	legacy_unverified_ai_assisted	low	explicit-higher-authority-selected	Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击	i18n/frontend-strings.tsv#e75157014c2baa24f4c59a84/candidate_cn	needs-human-review	Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击
MTU-00092	frontend_i18n_input	Blastディスクは2枚め、3枚めで@攻撃するほどダメージが上昇します	Blast 圆盘越是在第 2 张、第 3 张@攻击时伤害越高	1	legacy_unverified_ai_assisted	low	explicit-higher-authority-selected	使用第2、第3枚Blast行动盘@攻击时的伤害增大	i18n/frontend-strings.tsv#fe035743aa1cb77550e39a67/candidate_cn	needs-human-review	使用第2、第3枚Blast行动盘@攻击时的伤害增大
MTU-00093	frontend_i18n_input	Blast性能アップ	Blast性能提升	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#63ea0d9e84a028d1a464a364/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00094	frontend_i18n_input	CCが不足しています	CC 不足	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5f3e01251189d7824777790a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00095	frontend_i18n_input	CCで売却します。	以CC出售。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#0a27606ee39875e11af8479c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00096	frontend_i18n_input	CPが不足しています。	CP不足。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#7af3a499476dcaf3d38c86ab/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00097	frontend_i18n_input	CPは最大です。	CP已满。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5a7d15a232a1b32494d7b5f3/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00098	frontend_i18n_input	CPを回復しました。	CP已回复。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9879b541568723518b5ed9de/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00099	frontend_i18n_input	CP回復薬	CP回复药	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#ac5f3d8eecfbfc276d145706/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00100	frontend_i18n_input	CP回復薬がありません。	没有CP回复药。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5a6c3ee923f945c35ac3265c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00101	frontend_i18n_input	CP回復薬を使用して全回復しますか？	要使用CP回复药全部回复吗?	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c31fe31cd2d85e780a814848/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00102	frontend_i18n_input	Charge Comboを決めるとCharge数が2増加します	达成 Charge Combo 后 Charge 数增加 2	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#41f3908ba1e1d4848acca334/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00103	frontend_i18n_input	Chargeが溜まっている状態でAcceleを放つと@マギアゲージ獲得量が上昇します	在已积攒 Charge 的状态下打出 Accele@Magia 槽获得量会上升	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#981615b120ba052f75198735/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00104	frontend_i18n_input	Chargeが溜まっている状態でBlastを放つと@与えるダメージ量が上昇します	在已积攒 Charge 的状态下打出 Blast@造成的伤害量会上升	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#7993ff3150d449f74a05111b/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00105	frontend_i18n_input	Chargeの効果	Charge 效果	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#944fb21ba5bab2f45e1df943/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00106	frontend_i18n_input	Chargeディスク	Charge 圆盘	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#717ab6b3354dfec285cafb0e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00107	frontend_i18n_input	Chargeディスクを連続して使用すると@チャージが溜まり、大ダメージを与えられます	连续使用 Charge 圆盘@可以积攒充能，造成大量伤害	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#c4cc05422204e8cc8c8c3c64/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00108	frontend_i18n_input	Charge性能アップ	Charge性能提升	1	legacy_unverified_ai_assisted	low	explicit-higher-authority-selected	Charge性能提升	i18n/frontend-strings.tsv#e3f8594a2e2f30ecefcee873/candidate_cn	needs-human-review	Charge性能提升
MTU-00109	frontend_i18n_input	ComposeTopへ	前往强化首页	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1555d01034cb2c03c10cad9c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00110	frontend_i18n_input	DEF最大能力値アップ	DEF最大能力值提升	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#3f06c6f050cfb1283220bcc4/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00111	frontend_i18n_input	DEF順	按 DEF	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1f600069d63dcdc190ee461a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00112	frontend_i18n_input	DMMポイント	DMM点数	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#6d708aaf6e76ea56cf96578e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00113	frontend_i18n_input	DMMポイント、	DMM点数,	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#815e869f815d99b118c87e4e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00114	frontend_i18n_input	Day1から7日間経過すると次のログインボーナスに切り替わります	Day1起经过7天后,将切换为下一种登录奖励	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5679555a87906c5c468d6010/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00115	frontend_i18n_input	EXチャレンジ	EX挑战	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d5d9186c204cc3e255057c9c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00116	frontend_i18n_input	EXチャレンジクエスト	EX挑战关卡	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5bf18655a9fcf7522ab9aae5/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00117	frontend_i18n_input	FAQ/お問い合わせサイト	FAQ/联系我们网站	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5d3e22faee193b75183795ec/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00118	frontend_i18n_input	GachaResultへ	前往扭蛋结果	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#060a6c790aa60393aaa6a2cc/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00119	frontend_i18n_input	HP回復	HP 回复	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#7e3f73f9885dec99a4c4cf95/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00120	frontend_i18n_input	HP最大能力値アップ	HP最大能力值提升	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#9f621361b6391af9afa24247/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00121	frontend_i18n_input	HP順	按 HP	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#5dcd651f7271df040a60bf0c/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00122	frontend_i18n_input	Pt到達	Pt达成	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#d9448be00a7c0c9a2dd2929a/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00123	frontend_i18n_input	RPが不足しています。	RP不足。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#28af79fdece0ce1e8ace2b89/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00124	frontend_i18n_input	RPは最大です。	RP已满。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#41e1eacc11295a900ab40daf/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00125	frontend_i18n_input	RPを回復しました。	RP已回复。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e9d0f51b4c5a9c9cb0b00287/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00126	frontend_i18n_input	RP回復薬	RP回复药	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#63b84a54f9e4591a9f6d3411/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00127	frontend_i18n_input	RP回復薬がありません。	没有RP回复药。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1fe5e7b4220d2898163e22c6/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00128	frontend_i18n_input	RP回復薬を使用して全回復しますか？	要使用RP回复药全部回复吗?	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#8840985faa610ff708f4d6e0/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00129	frontend_i18n_input	TOPへ移動	移至TOP	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#b6df59d80013a583f462f473/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00130	frontend_i18n_input	X座標:	X坐标:	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a1890cddb8cccb1cbc7b675b/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00131	frontend_i18n_input	X座標を入力	输入X坐标	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#0f88e569d809f30fc5c018ee/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00132	frontend_i18n_input	Y座標:	Y坐标:	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#584b2e5372784d92d7d589c2/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00133	frontend_i18n_input	Y座標を入力	输入Y坐标	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#e2902406cdb8497afddeb4cf/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00134	frontend_i18n_input	\\nアリーナスタブページへ遷移します。	\\\n即将跳转至镜界占位页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#54a1718011043f8ded657903/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00135	frontend_i18n_input	\\nイベントアリーナスタブページへ遷移します。	\\\n即将跳转至活动镜界占位页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#874d5b487374e61242a79465/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00136	frontend_i18n_input	\\nクエストスタブページへ遷移します。	\\\n即将跳转至关卡占位页。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#a6a7f89c19d96bbfd3a72947/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00137	frontend_i18n_input	\\x3c/p\\x3e当選者につきましては12/30放送予定の年末特別番組\\x3cbr\\x3e「アニメ放送直前SP〜マギレコ夜噺〜」\\x3cbr\\x3eにて発表いたします。	\\x3c/p\\x3e中奖者将在12/30播出的年末特别节目\\x3cbr\\x3e「动画开播前SP〜魔纪夜话〜」\\x3cbr\\x3e中公布。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#039ed264f1b13878d78dda5e/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00138	frontend_i18n_input	\\x3c/span\\x3e\\x3cbr\\x3eしている必要があります。	\\x3c/span\\x3e\\x3cbr\\x3e。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#1d235cc07958124e623eff8f/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00139	frontend_i18n_input	\\x3c/span\\x3eが\\x3cspan class\\x3d'c_pink'\\x3e１個\\x3c/span\\x3e不足しています。	\\x3c/span\\x3e还差\\x3cspan class\\x3d'c_pink'\\x3e1个\\x3c/span\\x3e。	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#104bfd74142974f0cc64ffe4/candidate_cn	needs-human-review	needs-review/root-translation-required
MTU-00140	frontend_i18n_input	\\x3c/span\\x3eに「いいね」します！\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※いいねは1日	\\x3c/span\\x3e点赞!\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※点赞每天	1	legacy_unverified_ai_assisted	medium	no_per_entry_official_or_wiki_pair		i18n/frontend-strings.tsv#080cbf573c8e968cdf796092/candidate_cn	needs-human-review	needs-review/root-translation-required
