file	stable_key	field	japanese_original	pass15_cn	current_cn	authority_tier	authority_source	resolution
charaMessageList.json	3056|17	message	"中二病になったのは…確かに「終約聖書」の
せいだけど…で、でも出会ったことに後悔
はないよ…。だって、あれから毎日、楽し
いし…"	我变成中二病……\n确实是受《终约圣书》影响……\n但、但是我一点也不后悔与它相遇。\n因为从那以后，每一天都很开心……	"我变成中二病……
确实是受《终约圣书》影响……
但、但是我一点也不后悔与它相遇。
因为从那以后，每一天都很开心……"			linebreak_serialization_normalized
charaMessageList.json	3056|18	message	"みんな「終約聖書」のこと中二中二って叩く
けど…、すごいじゃん…。あんな設定、普
通は思いつかないよ…。私が、レビュー書
かないと…！"	大家总拿“中二”攻击《终约圣书》…\n…但它明明很厉害。\n普通人根本想不出那种设定…\n…必须由我来写评论……！	"大家总拿“中二”攻击《终约圣书》…
…但它明明很厉害。
普通人根本想不出那种设定…
…必须由我来写评论……！"			linebreak_serialization_normalized
charaMessageList.json	3056|19	message	"ふっふっふっ…！遂に来たぞ！カタストロフ
ィの幕開けだ！"	呵呵呵……终于来临了！\n大灾变的序幕！	"呵呵呵……终于来临了！
大灾变的序幕！"			linebreak_serialization_normalized
charaMessageList.json	3056|20	message	"まだまだ僕は強くなれる！こんなところで終
わらない！"	我还能变得更强！\n绝不会在这里结束！	"我还能变得更强！
绝不会在这里结束！"			linebreak_serialization_normalized
charaMessageList.json	3056|21	message	"みんな、僕から離れろ！…これが僕の真の姿
…！もう誰も、僕を止められない…！そう
、この、僕自身にもだ…！"	大家都离我远一点！……\n这就是我的真正姿态……！\n已经没有任何人能阻止我……没错，就连我自己也不能！	"大家都离我远一点！……
这就是我的真正姿态……！
已经没有任何人能阻止我……没错，就连我自己也不能！"			linebreak_serialization_normalized
charaMessageList.json	3056|22	message	"天門眼に映る世界が、またひとつ鮮明になっ
た。これでより、人の死を視ることができ
る。くっくっく…！なんてすばらしい力な
んだ。死神の呪いを受けたこの僕にこそふ
さわしい"	天门眼中映出的世界又清晰了一分。\n这样我就能更清楚地看见人的死亡。\n呵呵呵……\n多么美妙的力量，\n正适合身负死神诅咒的我。	"天门眼中映出的世界又清晰了一分。
这样我就能更清楚地看见人的死亡。
呵呵呵……
多么美妙的力量，
正适合身负死神诅咒的我。"			linebreak_serialization_normalized
charaMessageList.json	3056|23	message	"無敵の僕…フォートレス・ザ・ウィザードは
、今日も地獄の鎌と共に混沌の旋律を奏で
る…。そして救うのさ。このクソったれな
世界とそこに生きる金色の仲間たち…そし
て僕…、いや、光塁のことをね"	无敌的我——Fortress t\nhe Wizard，\n今天也会与地狱镰刀一同奏响混沌旋律。\n然后拯救这个混账世界、生活其中的金色伙伴们…\n…还有我自己。不，是光垒。	"无敌的我——Fortress t
he Wizard，
今天也会与地狱镰刀一同奏响混沌旋律。
然后拯救这个混账世界、生活其中的金色伙伴们…
…还有我自己。不，是光垒。"			linebreak_serialization_normalized
charaMessageList.json	3056|24	message	"私に会いに来た…？ありがとう。でも、別に
私は、ひとりが寂しいってわけじゃないか
ら、無理して構わなくていいよ"	你是来看我的……？\n谢谢。不过我并不是害怕独处，\n你不用勉强陪我。	"你是来看我的……？
谢谢。不过我并不是害怕独处，
你不用勉强陪我。"			linebreak_serialization_normalized
charaMessageList.json	3056|25	message	"ふむ…。闇が終わったか…。この錆びついた
肉体には、やはり甘石とミノタウロスの血
を注いだ漆黒の聖水に限る"	嗯……黑夜结束了吗……。\n对这具锈蚀的肉体来说，果然还是注入甜\n石与弥诺陶洛斯之血的漆黑圣水最合适。	"嗯……黑夜结束了吗……。
对这具锈蚀的肉体来说，果然还是注入甜
石与弥诺陶洛斯之血的漆黑圣水最合适。"			linebreak_serialization_normalized
charaMessageList.json	3056|26	message	"原罪を背負った悲しき人類に許されたひと時
の安寧…。闇夜に向けて魂の洗練をするの
もまた、孤独な破壊神の使命…"	背负原罪的悲哀人类获准享受的片刻安宁…\n…为暗夜淬炼灵魂，\n也是孤独破坏神的使命……	"背负原罪的悲哀人类获准享受的片刻安宁…
…为暗夜淬炼灵魂，
也是孤独破坏神的使命……"			linebreak_serialization_normalized
charaMessageList.json	3056|27	message	"僕はね…夜が苦手なんだ…。夜はね、虚無な
んだ。虚無への誘いは、世界の停滞さ…。
だから僕は、光を逃がさない"	我……不擅长夜晚。夜晚就是虚无，\n虚无的诱惑会让世界停滞。\n所以我绝不会放走光明。	"我……不擅长夜晚。夜晚就是虚无，
虚无的诱惑会让世界停滞。
所以我绝不会放走光明。"			linebreak_serialization_normalized
charaMessageList.json	3056|28	message	"まずい…！天門眼の力が封じ込まれていく…
！なんという妖力だ…！このままでは、世
界の連続性が途絶えて…！"	糟了……天门眼的力量正在被封印！\n好强的妖力……！这样下去，\n世界的连续性就会被截断……！	"糟了……天门眼的力量正在被封印！
好强的妖力……！这样下去，
世界的连续性就会被截断……！"			linebreak_serialization_normalized
charaMessageList.json	3056|29	message	"ほう…、あの男の暗殺か。“奴ら”との戦争
も辞さないということだね。目をつむるだ
けで、新世界へのカウントダウンが聞こえ
るよ"	哦……要暗杀那个男人吗？\n看来你们不惜与“那些家伙”\n开战。只要闭上眼睛，\n我就能听见新世界的倒计时。	"哦……要暗杀那个男人吗？
看来你们不惜与“那些家伙”
开战。只要闭上眼睛，
我就能听见新世界的倒计时。"			linebreak_serialization_normalized
charaMessageList.json	3056|30	message	"フフ、現れたな。地獄よりの使者、魔女め…
。数多の魂を見送ったこの左眼の力、今こ
そ解放する時…！"	呵呵，你终于出现了，\n来自地狱的使者——魔女。送别过无数灵魂的这只左眼，\n如今正是解放力量之时……！	"呵呵，你终于出现了，
来自地狱的使者——魔女。送别过无数灵魂的这只左眼，
如今正是解放力量之时……！"			linebreak_serialization_normalized
charaMessageList.json	3056|31	message	"あれが果てなしのミラーズか。生意気にも、
僕の分身までいるようだな…。だが、この
世にフォートレス・ザ・ウィザードはひと
りで十分…！"	那就是无尽镜层吗？\n竟然狂妄到连我的分身都有……\n不过世上只需要一个 Fortr\ness the Wizard！	"那就是无尽镜层吗？
竟然狂妄到连我的分身都有……
不过世上只需要一个 Fortr
ess the Wizard！"			linebreak_serialization_normalized
charaMessageList.json	3056|32	message	"くっくっく…！素晴らしい光景だ…！いいぞ
…！争え…！もっと争え…！見込みのある
者は僕の同志にしてやる！"	呵呵呵……多么壮观的景象！很好…\n…争斗吧……更加激烈地争斗吧！\n有潜力的人，我会准许你成为同志！	"呵呵呵……多么壮观的景象！很好…
…争斗吧……更加激烈地争斗吧！
有潜力的人，我会准许你成为同志！"			linebreak_serialization_normalized
charaMessageList.json	3056|33	message	"…あ、ごめん…。ちょっと考えごとをしてて
。…何を考えてたかなんて聞かない方がい
いよ…。本当に、つまらないことだから"	……啊，抱歉。我刚才在想事情。\n……你还是别问我在想什么了，\n真的只是无聊透顶的事。	"……啊，抱歉。我刚才在想事情。
……你还是别问我在想什么了，
真的只是无聊透顶的事。"			linebreak_serialization_normalized
charaMessageList.json	3056|34	message	"え…、今度の大型連休の予定…？ごめん…。
毎年その日は、どうしても外せない用事が
あって…。その日にしか会えない人がいる
の"	咦……下次长假的安排？\n抱歉，每年那一天我都有绝\n不能推掉的事。因为有一个人，\n只有那天才能见到。	"咦……下次长假的安排？
抱歉，每年那一天我都有绝
不能推掉的事。因为有一个人，
只有那天才能见到。"			linebreak_serialization_normalized
charaMessageList.json	3056|35	message	"似顔絵のモデル…？私が…？うん、わかった
。じっとしてるだけでいいの？ポーズは…
、必要ないよね"	肖像画模特……要我来？\n好，我知道了。只要一动不动就行？\n不、不需要摆姿势吧。	"肖像画模特……要我来？
好，我知道了。只要一动不动就行？
不、不需要摆姿势吧。"			linebreak_serialization_normalized
