sequence	file	key	field	before	after	method	score	match_ratio	evidence	source_ja	release_source
69	cardMagiaMap.json	10314	shortDescription	对敌方全体造成伤害[Ⅴ] & Accele MP提升 & 异常状态耐性提升(我方全体/3T) & 解除异常状态 & HP回复(我方全体)	对敌方全体伤害[Ⅴ] & Accele MPUP & 状态异常耐性UP(己全/3T) & 状态异常解除 & 回复HP(己全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1031 magia-rank-4	敵全体にダメージ[Ⅴ] & Accele MPUP & 状態異常耐性UP(己全/3T) & 状態異常解除 & HP回復(己全)	wiki_authority
70	cardMagiaMap.json	10315	shortDescription	对敌方全体造成伤害[Ⅶ] & Accele MP提升 & 异常状态耐性提升(我方全体/3T) & 解除异常状态 & HP回复(我方全体)	对敌方全体伤害[Ⅶ] & Accele MPUP & 状态异常耐性UP(己全/3T) & 状态异常解除 & 回复HP(己全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1031 magia-rank-5	敵全体にダメージ[Ⅶ] & Accele MPUP & 状態異常耐性UP(己全/3T) & 状態異常解除 & HP回復(己全)	wiki_authority
71	cardMagiaMap.json	10318	shortDescription	对敌方全体造成伤害[Ⅸ] & Accele MP提升 & 异常状态耐性提升(我方全体/5T) & 解除异常状态 & HP回复(我方全体)	对敌方全体伤害[Ⅸ] & Accele MPUP & 状态异常耐性UP(己全/5T) & 状态异常解除 & 回复HP(己全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1031 doppel-slot-8	敵全体にダメージ[Ⅸ] & Accele MPUP & 状態異常耐性UP(己全/5T) & 状態異常解除 & HP回復(己全)	wiki_authority
72	cardMagiaMap.json	10324	shortDescription	对敌方单体造成伤害[Ⅴ] & Charge行动盘伤害提升 & Charge后伤害提升 & 概率无视防御(自身/3T)	对敌方单体伤害[Ⅴ] & Charge盘伤害UP & Charge后伤害UP & 概率无视防御(自/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1032 magia-rank-4	敵単体にダメージ[Ⅴ] & ChargeディスクダメージUP & Charge後ダメージUP & 確率で防御無視(自/3T)	wiki_authority
73	cardMagiaMap.json	10325	shortDescription	对敌方单体造成伤害[Ⅶ] & Charge行动盘伤害提升 & Charge后伤害提升 & 概率无视防御(自身/3T)	对敌方单体伤害[Ⅶ] & Charge盘伤害UP & Charge后伤害UP & 概率无视防御(自/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1032 magia-rank-5	敵単体にダメージ[Ⅶ] & ChargeディスクダメージUP & Charge後ダメージUP & 確率で防御無視(自/3T)	wiki_authority
74	cardMagiaMap.json	10328	name	赤裸的魔女化身	赤裸裸的魔女化身	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1032 doppel-slot-8	赤裸々のドッペル	wiki_authority
75	cardMagiaMap.json	10328	shortDescription	对敌方单体造成属性强化伤害[Ⅸ] & Charge行动盘伤害提升 & Charge后伤害提升 & 概率无视防御(自身/5T) & Charge不消耗(自身/2T)	对敌方单体属性强化伤害[Ⅸ] & Charge盘伤害UP & Charge后伤害UP & 概率无视防御(自/5T) & Charge无消耗(自/2T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1032 doppel-slot-8	敵単体に属性強化ダメージ[Ⅸ] & ChargeディスクダメージUP & Charge後ダメージUP & 確率で防御無視(自/5T) & Charge消費なし(自/2T)	wiki_authority
76	cardMagiaMap.json	10334	shortDescription	对敌方全体造成属性强化伤害[Ⅵ] & 伤害提升 & 伤害削减状态 & 异常状态1次无效(我方全体/3T)	对敌方全体属性强化伤害[Ⅵ] & 伤害UP & 伤害削减状态 & 状态异常1回无效(己全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1033 magia-rank-4	敵全体に属性強化ダメージ[Ⅵ] & ダメージUP & ダメージカット状態 & 状態異常を1回無効(己全/3T)	wiki_authority
77	cardMagiaMap.json	10335	shortDescription	对敌方全体造成属性强化伤害[Ⅷ] & 伤害提升 & 伤害削减状态 & 异常状态1次无效(我方全体/3T)	对敌方全体属性强化伤害[Ⅷ] & 伤害UP & 伤害削减状态 & 状态异常1回无效(己全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1033 magia-rank-5	敵全体に属性強化ダメージ[Ⅷ] & ダメージUP & ダメージカット状態 & 状態異常を1回無効(己全/3T)	wiki_authority
78	cardMagiaMap.json	10338	shortDescription	对敌方全体造成属性强化伤害[Ⅹ] & 伤害提升 & 伤害削减状态 & 异常状态2次无效(我方全体/5T)	对敌方全体属性强化伤害[Ⅹ] & 伤害UP & 伤害削减状态 & 状态异常2回无效(己全/5T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1033 doppel-slot-8	敵全体に属性強化ダメージ[Ⅹ] & ダメージUP & ダメージカット状態 & 状態異常を2回無効(己全/5T)	wiki_authority
79	cardMagiaMap.json	10344	shortDescription	对敌方单体造成属性强化伤害[Ⅴ] & 防御力提升 & Debuff1次无效 & 异常状态1次无效(我方全体/3T) & 复活	对敌方单体属性强化伤害[Ⅴ] & 防御力UP & Debuff效果1回无效 & 状态异常1回无效(己全/3T) & 苏生	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1034 magia-rank-4	敵単体に属性強化ダメージ[Ⅴ] & 防御力UP & デバフ効果を1回無効 & 状態異常を1回無効(己全/3T) & 蘇生	wiki_authority
80	cardMagiaMap.json	10345	shortDescription	对敌方单体造成属性强化伤害[Ⅶ] & 防御力提升 & Debuff1次无效 & 异常状态1次无效(我方全体/3T) & 复活	对敌方单体属性强化伤害[Ⅶ] & 防御力UP & Debuff效果1回无效 & 状态异常1回无效(己全/3T) & 苏生	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1034 magia-rank-5	敵単体に属性強化ダメージ[Ⅶ] & 防御力UP & デバフ効果を1回無効 & 状態異常を1回無効(己全/3T) & 蘇生	wiki_authority
81	cardMagiaMap.json	10348	shortDescription	对敌方单体造成属性强化伤害[Ⅸ] & 防御力提升 & Debuff2次无效 & 异常状态2次无效(我方全体/5T) & 复活	对敌方单体属性强化伤害[Ⅸ] & 防御力UP & Debuff效果2回无效 & 状态异常2回无效(己全/5T) & 苏生	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1034 doppel-slot-8	敵単体に属性強化ダメージ[Ⅸ] & 防御力UP & デバフ効果を2回無効 & 状態異常を2回無効(己全/5T) & 蘇生	wiki_authority
82	cardMagiaMap.json	10354	shortDescription	对敌方全体造成伤害[Ⅴ] & 攻击力与防御力降低(敌方全体/3T) & 解除Buff(敌方全体)	对敌方全体伤害[Ⅴ] & 攻击力 & 防御力DOWN(敌全/3T) & Buff解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1035 magia-rank-4	敵全体にダメージ[Ⅴ] & 攻撃力 & 防御力DOWN(敌全/3T) & バフ解除(敌全)	wiki_authority
83	cardMagiaMap.json	10355	shortDescription	对敌方全体造成伤害[Ⅶ] & 攻击力与防御力降低(敌方全体/3T) & 解除Buff(敌方全体)	对敌方全体伤害[Ⅶ] & 攻击力 & 防御力DOWN(敌全/3T) & Buff解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1035 magia-rank-5	敵全体にダメージ[Ⅶ] & 攻撃力 & 防御力DOWN(敌全/3T) & バフ解除(敌全)	wiki_authority
84	cardMagiaMap.json	10358	name	恋慕的魔女化身	慕情的魔女化身	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1035 doppel-slot-8	慕情のドッペル	wiki_authority
85	cardMagiaMap.json	10358	shortDescription	对敌方全体造成伤害[Ⅸ] & 攻击力与防御力降低 & MP获得量降低(敌方全体/3T) & 解除Buff(敌方全体)	对敌方全体伤害[Ⅸ] & 攻击力 & 防御力DOWN & MP获得量DOWN(敌全/3T) & Buff解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1035 doppel-slot-8	敵全体にダメージ[Ⅸ] & 攻撃力 & 防御力DOWN & MP獲得量DOWN(敌全/3T) & バフ解除(敌全)	wiki_authority
86	cardMagiaMap.json	10364	shortDescription	随机5次造成伤害[Ⅴ] & 必定挑衅 & 受击时MP提升 & 伤害削减状态(自身/1T)	随机5次 伤害[Ⅴ] & 必定挑衅 & 被攻击时MPUP & 伤害削减状态(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1036 magia-rank-4	ランダム5回　ダメージ[Ⅴ] & 必ず挑発 & 被ダメージ時MPUP & ダメージカット状態(自/1T)	wiki_authority
87	cardMagiaMap.json	10365	shortDescription	随机5次造成伤害[Ⅶ] & 必定挑衅 & 受击时MP提升 & 伤害削减状态(自身/1T)	随机5次 伤害[Ⅶ] & 必定挑衅 & 被攻击时MPUP & 伤害削减状态(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1036 magia-rank-5	ランダム5回　ダメージ[Ⅶ] & 必ず挑発 & 被ダメージ時MPUP & ダメージカット状態(自/1T)	wiki_authority
88	cardMagiaMap.json	10368	shortDescription	随机5次属性强化伤害[Ⅸ] & 攻击力提升(自身/3T) & 必定挑衅 & 受击时MP提升 & 伤害削减状态(自身/1T)	随机5次 属性强化伤害[Ⅸ] & 攻击力UP(自/3T) & 必定挑衅 & 被攻击时MPUP & 伤害削减状态(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1036 doppel-slot-8	ランダム5回　属性強化ダメージ[Ⅸ] & 攻撃力UP(自/3T) & 必ず挑発 & 被ダメージ時MPUP & ダメージカット状態(自/1T)	wiki_authority
89	cardMagiaMap.json	10374	shortDescription	对敌方全体造成伤害[Ⅴ] & 防御力降低 & 概率技能封印(敌方全体/3T) & 解除状态强化(敌方全体)	对敌方全体伤害[Ⅴ] & 防御力DOWN & 概率技能封印(敌全/3T) & 状态强化解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1037 magia-rank-4	敵全体にダメージ[Ⅴ] & 防御力DOWN & 確率でスキル不可(敌全/3T) & 状態強化解除(敌全)	wiki_authority
90	cardMagiaMap.json	10375	shortDescription	对敌方全体造成伤害[Ⅶ] & 防御力降低 & 概率技能封印(敌方全体/3T) & 解除状态强化(敌方全体)	对敌方全体伤害[Ⅶ] & 防御力DOWN & 概率技能封印(敌全/3T) & 状态强化解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1037 magia-rank-5	敵全体にダメージ[Ⅶ] & 防御力DOWN & 確率でスキル不可(敌全/3T) & 状態強化解除(敌全)	wiki_authority
91	cardMagiaMap.json	10378	shortDescription	对敌方全体造成伤害[Ⅸ] & 防御力降低(敌方全体/5T) & 概率技能封印(敌方全体/3T) & 解除状态强化(敌方全体)	对敌方全体伤害[Ⅸ] & 防御力DOWN(敌全/5T) & 概率技能封印(敌全/3T) & 状态强化解除(敌全)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1037 doppel-slot-8	敵全体にダメージ[Ⅸ] & 防御力DOWN(敌全/5T) & 確率でスキル不可(敌全/3T) & 状態強化解除(敌全)	wiki_authority
92	cardMagiaMap.json	10384	shortDescription	对敌方单体造成伤害[Ⅴ] & 攻击力提升 & 伤害提升(我方全体/3T)	对敌方单体伤害[Ⅴ] & 攻击力UP & 伤害UP(己全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1038 magia-rank-4	敵単体にダメージ[Ⅴ] & 攻撃力UP & ダメージUP(己全/3T)	wiki_authority
93	cardMagiaMap.json	10385	shortDescription	对敌方单体造成伤害[Ⅶ] & 攻击力提升 & 伤害提升(我方全体/3T)	对敌方单体伤害[Ⅶ] & 攻击力UP & 伤害UP(己全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1038 magia-rank-5	敵単体にダメージ[Ⅶ] & 攻撃力UP & ダメージUP(己全/3T)	wiki_authority
94	cardMagiaMap.json	10388	shortDescription	对敌方单体造成伤害[Ⅸ] & 攻击力提升 & 伤害提升(我方全体/5T) & 必定灼伤(敌方单体/3T)	对敌方单体伤害[Ⅸ] & 攻击力UP & 伤害UP(己全/5T) & 必定烧伤(敌单/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1038 doppel-slot-8	敵単体にダメージ[Ⅸ] & 攻撃力UP & ダメージUP(己全/5T) & 必ずやけど(敌单/3T)	wiki_authority
95	cardMagiaMap.json	10394	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 全行动盘效果提升(我方全体/3T) & 必定挑衅(自身/1T)	对敌方全体伤害[Ⅰ] & 攻击力UP & 全Disk效果UP(己全/3T) & 必定挑衅(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1039 magia-rank-4	敵全体にダメージ[Ⅰ] & 攻撃力UP & 全ディスク効果UP(己全/3T) & 必ず挑発(自/1T)	wiki_authority
96	cardMagiaMap.json	10395	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 全行动盘效果提升(我方全体/3T) & 必定挑衅(自身/1T)	对敌方全体伤害[Ⅰ] & 攻击力UP & 全Disk效果UP(己全/3T) & 必定挑衅(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1039 magia-rank-5	敵全体にダメージ[Ⅰ] & 攻撃力UP & 全ディスク効果UP(己全/3T) & 必ず挑発(自/1T)	wiki_authority
97	cardMagiaMap.json	10398	shortDescription	对敌方全体造成伤害[Ⅰ] & 攻击力提升 & 全行动盘效果提升(我方全体/3T) & 必定挑衅(自身/1T)	对敌方全体伤害[Ⅰ] & 攻击力UP & 全Disk效果UP(己全/3T) & 必定挑衅(自/1T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1039 doppel-slot-8	敵全体にダメージ[Ⅰ] & 攻撃力UP & 全ディスク効果UP(己全/3T) & 必ず挑発(自/1T)	wiki_authority
98	cardMagiaMap.json	10405	name	激昂星弹轮舞	激昂星弹圆舞	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1040 magia-rank-5	{{Ruby|激昂星弾輪舞|Rage Star Rondo|ja|en}}	wiki_authority
99	cardMagiaMap.json	10405	shortDescription	对敌方单体造成伤害[Ⅶ] & 必定赋予麻痹(敌方单体/3T) & 攻击力提升(自身/3T) & 解除Debuff(自身)	对敌方单体伤害[Ⅶ] & 必定眩晕(敌单/1T) & 攻击力UP(自/3T) & Debuff解除(自)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1040 magia-rank-5	敵単体にダメージ[Ⅶ] & 必ずスタン(敌单/1T) & 攻撃力UP(自/3T) & デバフ解除(自)	wiki_authority
100	cardMagiaMap.json	10408	shortDescription	对敌方单体造成伤害[Ⅸ] & 必定赋予麻痹(敌方单体/3T) & 攻击力提升(自身/3T) & 解除Debuff(自身)	对敌方单体伤害[Ⅸ] & 必定眩晕(敌单/1T) & 攻击力UP(自/3T) & Debuff解除(自)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1040 doppel-slot-8	敵単体にダメージ[Ⅸ] & 必ずスタン(敌单/1T) & 攻撃力UP(自/3T) & デバフ解除(自)	wiki_authority
101	cardMagiaMap.json	10415	shortDescription	对敌方全体造成伤害[Ⅶ] & 异常状态耐性 & 防御下降(敌方全体/3T)	对敌方全体伤害[Ⅶ] & 状态异常耐性DOWN & 防御DOWN(敌全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1041 magia-rank-5	敵全体にダメージ[Ⅶ] & 状態異常耐性DOWN & 防御DOWN(敌全/3T)	wiki_authority
102	cardMagiaMap.json	10418	shortDescription	对敌方全体造成伤害[Ⅸ] & 异常状态耐性 & 防御下降(敌方全体/3T)	对敌方全体伤害[Ⅸ] & 状态异常耐性DOWN & 防御DOWN(敌全/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1041 doppel-slot-8	敵全体にダメージ[Ⅸ] & 状態異常耐性DOWN & 防御DOWN(敌全/3T)	wiki_authority
103	cardMagiaMap.json	10424	shortDescription	对敌方全体造成伤害[Ⅴ] & 防御力降低(敌方全体/3T) & 伤害削减状态(我方全体/3T) & 全属性克制(自身/3T)	对敌方全体伤害[Ⅴ] & 防御力DOWN(敌全/3T) & 伤害削减(全/3T) & Variable(自/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1042 magia-rank-4	敵全体にダメージ[Ⅴ] & 防御力DOWN(敌全/3T) & ダメージカット(全/3T) & ヴァリアブル(自/3T)	wiki_authority
104	cardMagiaMap.json	10425	shortDescription	对敌方全体造成伤害[Ⅶ] & 防御力降低(敌方全体/3T) & 伤害削减状态(我方全体/3T) & 全属性克制(自身/3T)	对敌方全体伤害[Ⅶ] & 防御力DOWN(敌全/3T) & 伤害削减(全/3T) & Variable(自/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1042 magia-rank-5	敵全体にダメージ[Ⅶ] & 防御力DOWN(敌全/3T) & ダメージカット(全/3T) & ヴァリアブル(自/3T)	wiki_authority
105	cardMagiaMap.json	10428	shortDescription	对敌方全体造成伤害[Ⅸ] & 防御力降低(敌方全体/3T) & 伤害削减状态(我方全体/3T) & 全属性克制(自身/3T)	对敌方全体伤害[Ⅸ] & 防御力DOWN(敌全/3T) & 伤害削减(全/3T) & Variable(自/3T)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1042 doppel-slot-8	敵全体にダメージ[Ⅸ] & 防御力DOWN(敌全/3T) & ダメージカット(全/3T) & ヴァリアブル(自/3T)	wiki_authority
106	cardMagiaMap.json	10434	shortDescription	随机4次属性强化伤害[Ⅴ] & 暗属性攻击力提升(我方全体/3T) & 解除Debuff & 解除异常状态(我方全体) & MP回复(自身)	随机4次 属性强化伤害[Ⅴ] & 暗属性攻击力UP(己全/3T) & Debuff解除 & 状态异常解除(己全) & 回复MP(自)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1043 magia-rank-4	ランダム4回　属性強化ダメージ[Ⅴ] & 闇属性攻撃力UP(己全/3T) & デバフ解除 & 状態異常解除(己全) & MP回復(自)	wiki_authority
107	cardMagiaMap.json	10435	shortDescription	随机4次属性强化伤害[Ⅶ] & 暗属性攻击力提升(我方全体/3T) & 解除Debuff & 解除异常状态(我方全体) & MP回复(自身)	随机4次 属性强化伤害[Ⅶ] & 暗属性攻击力UP(己全/3T) & Debuff解除 & 状态异常解除(己全) & 回复MP(自)	wiki_character_template_typed_id	99	1.0	Template:角色数据表 charaId=1043 magia-rank-5	ランダム4回　属性強化ダメージ[Ⅶ] & 闇属性攻撃力UP(己全/3T) & デバフ解除 & 状態異常解除(己全) & MP回復(自)	wiki_authority
